ITEM_CODE,DRUG_NAME,FORM/STRENGTH,ATC5_Code,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07
03136C,TRIGLYCERIDES MEDIUM CHAIN and LONG CHAIN with GLUCOSE POLYMER,Oral powder 400 g (Duocal),V06DX,256.22,256.22,256.22,256.22,256.22,256.22,256.22,256.22,256.27,256.27,256.27,256.27,256.27,256.27,256.27,256.27,256.46,256.46,256.46,256.46,256.67,256.67,256.67,256.67,256.67,256.67,256.67,256.67,256.67,256.67,256.67,256.84,294.56,294.56,294.56,294.56,294.56,294.56,294.56,294.56,294.56,294.56,294.56,294.93,295.11,295.11,295.11,295.11,295.11,295.11,295.11,295.11,295.11,295.11,295.11,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.54,295.64
03138E,CLINDAMYCIN,Capsule 150 mg (as hydrochloride),J01FF01,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.95,18.95,18.95,18.95,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.88,19.0,19.0,19.0,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.83,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,20.16,20.16,20.16,20.59,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.02,20.02,20.02,20.02,20.02,20.02,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.85
03141H,CLONIDINE,Tablet containing clonidine hydrochloride 150 micrograms,C02AC01,34.18,34.18,34.18,34.18,34.18,34.18,34.18,34.18,35.41,35.41,35.41,35.41,35.41,35.41,35.41,35.41,35.60,35.60,35.60,35.60,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.99,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.11,35.48,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.44,37.54
03145M,CLONIDINE,Tablet containing clonidine hydrochloride 100 micrograms,C02AC01,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.04,26.95,26.95,26.95,26.95,26.95,26.95,26.95,26.95,27.14,27.14,27.14,27.14,26.63,26.63,26.63,26.63,26.63,26.63,26.63,26.63,26.63,26.63,26.63,26.8,26.92,26.92,26.92,26.92,26.92,26.92,26.92,26.92,26.92,26.92,26.92,27.29,28.45,28.45,28.45,28.45,28.45,28.45,28.45,28.45,28.45,28.45,28.45,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.98
03152X,PREDNISOLONE,Tablet 1 mg,H02AB06,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.31,7.31,7.31,7.31,7.45,7.45,7.45,7.45,7.45,7.45,7.45,7.45,7.61,7.61,7.61,7.78,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,8.0,8.0,8.0,8.37,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.43,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.43
03160H,FERROUS SULFATE + FOLIC ACID,"Tablet 250 mg, equivalent to 80 mg ferrous iron- 300 micrograms (sustained release)",B03AD03,7.12,7.12,7.12,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03161J,DIAZEPAM,Tablet 2 mg,N05BA01,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.98,6.98,6.98,6.98,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.3,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.79,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.79,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.82
03162K,DIAZEPAM,Tablet 5 mg,N05BA01,6.98,6.98,6.98,6.98,6.98,6.98,6.98,6.98,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.22,7.22,7.22,7.22,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.52,7.64,7.64,7.64,7.64,7.64,7.64,7.64,7.64,7.64,7.64,7.64,8.01,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.85,7.95
03164M,DIGOXIN,"Paediatric oral solution 50 micrograms per mL, 60 mL",C01AA05,26.70,26.70,26.70,26.70,26.70,26.70,26.70,26.70,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.94,26.94,26.94,26.94,26.45,26.45,26.45,26.45,26.45,26.45,26.45,26.45,26.45,26.45,26.45,26.62,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,26.74,27.11,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.25,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,28.68,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.22
03169T,RISPERIDONE,Tablet 1 mg,N05AX08,73.56,73.56,73.56,73.56,73.56,73.56,73.56,73.56,73.61,73.61,73.61,73.61,73.61,73.61,73.61,73.61,73.80,73.80,73.80,73.80,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.79,71.96,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.08,72.45,72.63,72.63,72.63,72.63,64.3,64.3,64.3,64.3,64.3,64.3,64.3,64.73,59.73,59.73,59.73,59.73,52.73,52.73,52.73,52.73,52.73,52.73,52.73,52.73,51.89,51.89,51.89,51.89,51.89,51.89,51.07,51.07,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.77,44.87
03170W,RISPERIDONE,Tablet 2 mg,N05AX08,143.08,143.08,143.08,143.08,143.08,143.08,143.08,143.08,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.13,143.32,143.32,143.32,143.32,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.05,139.22,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.34,139.71,139.89,139.89,139.89,139.89,123.15,123.15,123.15,123.15,123.15,123.15,123.15,123.58,118.58,118.58,118.58,118.58,111.58,111.58,111.58,111.58,111.58,111.58,111.58,111.58,109.48,109.48,109.48,109.48,109.48,109.48,107.42,107.42,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.67
03171X,RISPERIDONE,Tablet 3 mg,N05AX08,209.70,209.70,209.70,209.70,209.70,209.70,209.70,209.70,209.75,209.75,209.75,209.75,209.75,209.75,209.75,209.75,209.94,209.94,209.94,209.94,204.11,204.11,204.11,204.11,204.11,204.11,204.11,204.11,204.11,204.11,204.11,204.28,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.77,204.95,204.95,204.95,204.95,180.16,180.16,180.16,180.16,180.16,180.16,180.16,180.59,175.58,175.58,175.58,175.58,168.58,168.58,168.58,168.58,168.58,168.58,168.58,168.58,165.34,165.34,165.34,165.34,165.34,165.34,162.16,162.16,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.74,137.84
03172Y,RISPERIDONE,Tablet 4 mg,N05AX08,271.90,271.90,271.90,271.90,271.90,271.90,271.90,271.90,271.95,271.95,271.95,271.95,271.95,271.95,271.95,271.95,272.14,272.14,272.14,272.14,264.30,264.30,264.30,264.30,264.30,264.30,264.30,264.30,264.3,264.3,264.3,264.47,264.59,264.59,264.59,264.59,264.59,264.59,264.59,264.59,264.59,264.59,264.59,264.96,265.14,265.14,265.14,265.14,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.43,230.43,230.43,230.43,230.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,219.45,219.45,219.45,219.45,219.45,219.45,215.55,215.55,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.69,183.79
03176E,NORETHISTERONE + MESTRANOL,"Tablets 1 mg-50 micrograms, 21",G03AA05,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.31,15.31,15.31,15.31,15.31,15.31,15.31,15.31,15.50,15.50,15.50,15.50,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.76,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,16.25,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,17.1,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.62,16.62,16.62,16.62,16.62,16.62,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,,,,,,,,
03179H,NORETHISTERONE + MESTRANOL,Pack containing 21 tablets 1 mg-50 micrograms and 7 inert tablets,G03AA05,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.26,15.31,15.31,15.31,15.31,15.31,15.31,15.31,15.31,15.50,15.50,15.50,15.50,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.76,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,16.25,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,17.1,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.86,16.62,16.62,16.62,16.62,16.62,16.62,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.56
03190X,IBUPROFEN,Tablet 400 mg,M01AE01,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.44,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.49,12.68,12.68,12.68,12.68,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.10,13.1,13.1,13.1,13.27,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.76,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.3,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.83
03192B,IBUPROFEN,Tablet 400 mg,M01AE01,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.60,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.84,7.84,7.84,7.84,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.80,7.8,7.8,7.8,7.97,8.09,8.09,8.09,8.09,8.09,8.09,8.09,8.09,8.09,8.09,8.09,8.46,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.19,9.29
03196F,SODIUM CHLORIDE + POTASSIUM CHLORIDE + GLUCOSE + CITRIC ACID,"Oral rehydration salts containing glucose monohydrate 3.56 g, sodium chloride 470 mg, potassium chloride 300 mg and sodium acid citrate 530 mg per sachet, 10",A07CA,12.65,12.65,12.65,12.65,12.65,12.65,12.65,12.65,12.70,12.70,12.70,12.70,11.71,11.71,11.71,11.71,11.90,11.90,11.90,11.90,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,12.06,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.18,12.55,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,13.33,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.06,13.06,13.06,13.06,13.06,13.06,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,13.02
03198H,IBUPROFEN,Tablet 200 mg,M01AE01,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.06,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.30,9.30,9.30,9.30,9.35,9.35,9.35,9.35,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.72,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,11.21,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,11.63,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03199J,SODIUM CHLORIDE + SODIUM GLUCONATE + SODIUM ACETATE TRIHYDRATE + POTASSIUM CHLORIDE + MAGNESIUM CHLORIDE + GLUCOSE,"Electrolyte replacement solution containing sodium chloride 5.26 g, sodium acetate 3.68 g, sodium gluconate 5.02 g, potassium chloride 370 mg and magnesium chloride 300 mg per L, 1 L",B05BB01,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.32,20.32,20.32,20.32,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.2,20.32,20.32,20.32,20.32,20.32,20.32,20.32,20.32,20.32,20.32,20.32,20.69,21.53,21.53,21.53,21.53,21.53,21.53,21.53,21.53,21.53,21.53,21.53,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,21.96,22.06
03206R,ACTIVATED CHARCOAL,"Tablets 300 mg, 500",A07BA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.52,14.52,14.52,14.52,14.52,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03250C,BISACODYL,"Suppositories 10 mg, 10",A06AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,44.19,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,43.29,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,42.39,41.58,41.58,41.58,41.58,41.58,41.58,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,40.77,41.76,41.76,41.76,41.76
03261P,BISACODYL,Tablet 5 mg,A06AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,14.22,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.94,13.66,13.66,13.66,13.66,13.66,13.66,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38,13.38
03263R,BISACODYL,"Enemas 10 mg in 5 mL, 25",A06AG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.58,54.58,54.58,54.58,54.58,54.58,54.58,54.58,54.58,54.58,54.58,54.58,56.76,56.76,56.76,56.76,55.62,55.62,55.62,55.62,55.62,55.62,55.62,55.62,58.24,58.24,58.24,58.24,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,57.08,55.94,55.94,55.94,55.94,55.94,55.94,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82,54.82
03265W,GLYCEROL,"Suppositories 700 mg, 12",A06AX01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,25.76,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,30.24,30.24,30.24,30.24,30.24,30.24,30.24,30.24
03266X,GLYCEROL,"Suppositories 1.4 g, 12",A06AX01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,26.8,27.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52,27.52,28.64,28.64,28.64,28.64,28.64,28.64,28.64,28.64,28.64,28.64,28.64,28.64,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,31.2,31.2,31.2,31.2,31.2,31.2,31.2,31.2
03267Y,GLYCEROL,"Suppositories 2.8 g, 12",A06AX01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,27.68,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,28.56,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,29.68,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4
03274H,CITRIC ACID + LAURYL SULFOACETATE SODIUM + SORBITOL,"Enemas 3.125 g-450 mg-45 mg in 5 mL, 12",A06AG20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,52.44,45.88,45.88,45.88,45.88,45.88,45.88,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96,44.96
03275J,RHAMNUS FRANGULA + STERCULIA,"Granules 620 mg-80 mg per g, 500 g",A06AC53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,32.22,34.7,34.7,34.7,34.7
03276K,BISACODYL,"Suppositories 10 mg, 12",A06AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.84,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,28.72,28.72,28.72,28.72,28.72,28.72,28.72,28.72,28.72,28.72,28.72,28.72,28.16,28.16,28.16,28.16,28.16,28.16,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
03278M,MACROGOL-3350 + SODIUM CHLORIDE + BICARBONATE + POTASSIUM CHLORIDE,"Sachets containing powder for oral solution 13.125 g with electrolytes, 30",A06AD15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,28.08,28.08,28.08,28.08,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58,24.58
03300Q,AMOXICILLIN,Capsule 500 mg (as trihydrate),J01CA04,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.13,11.32,11.32,11.32,11.32,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.72,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,11.21,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.22,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,9.03,9.03,9.03,9.13
03301R,AMOXICILLIN,Capsule 250 mg (as trihydrate),J01CA04,7.90,7.90,7.90,7.90,7.90,7.90,7.90,7.90,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,8.14,8.14,8.14,8.14,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,7.87,8.04,8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.16,8.53,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.55,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,8.44,7.73,7.73,7.73,7.83
03302T,AMOXICILLIN,"Powder for oral suspension 125 mg (as trihydrate) per 5 mL, 100 mL",J01CA04,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.93,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.21,10.21,10.21,10.21,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.02,10.19,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.82,10.42,10.42,10.42,10.42,10.42,10.42,10.42,10.42,10.45,10.45,10.45,10.88,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.84,10.85,10.85,10.85,10.85,10.85,10.85,10.76,10.76,10.76,10.76,10.76,10.76,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.81,10.17,10.17,10.17,10.27
03303W,AMOXICILLIN,"Tablet, chewable, 250 mg (as trihydrate)",J01CA04,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,9.15,9.15,9.15,9.15,9.23,9.23,9.23,9.23,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.9,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.39,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03306B,AMPHOTERICIN B,Lozenge 10 mg,A01AB04,7.79,7.79,7.79,7.79,8.55,8.55,8.55,8.55,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.60,8.79,8.79,8.79,8.79,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,9.05,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.17,9.47,9.47,9.47,9.84,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.91,10.91,10.91,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,11.34,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.13
